exam,exam_question_index,module,question_type,passage_or_sentence,question_text,A,B,C,D,correct,explanation
8,1,1,Concision,The committee met together as a unit in order to reach a consensus about the decision.,Which choice best improves concision?,The committee met to reach a consensus.,The committee met together to reach a consensus.,The committee as a unit met in order to reach a consensus.,"The committee, as a unit, met together to reach a consensus.",A,A removes redundancy while preserving meaning.
8,2,1,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
8,3,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
8,4,1,Grammar (Agreement),Neither the director nor the assistants ___ willing to change the schedule.,Which choice correctly completes the sentence?,is,are,were,be,B,"With neither...nor, verb agrees with nearer subject 'assistants' (plural)."
8,5,1,Inference,"Researchers observed that coral resilience initially failed in a number of trials, yet later innovations improved outcomes significantly.",Which inference is best supported by the passage?,Initial failure means the approach is invalid.,Later improvements indicate the approach had potential despite early setbacks.,All innovations always succeed eventually.,No further research is needed.,B,Passage suggests potential despite early failures; B is reasonable inference.
8,6,1,Evidence,Scholars argued that digital tools in music reshaped public behavior; evidence includes changes in consumer practices and policy adoption.,Which choice would provide the strongest evidence for the claim that the topic changed public behavior?,A historical timeline of policies unrelated to behavior.,Survey data showing sustained shifts in consumer practices after adoption.,A short anecdote about one person.,An unrelated editorial.,B,Survey data demonstrating sustained shifts is strongest empirical evidence.
8,7,1,Main Idea,"public health has been debated in recent years; while some emphasize immediate practical benefits, others highlight long-term cultural impacts.",Which choice best states the central idea of the passage?,It focuses only on short-term benefits.,It contrasts immediate practical benefits with lasting cultural impacts.,It argues the topic has no meaningful impact.,It claims the topic is universally praised.,B,Passage contrasts short-term practical benefits with long-term cultural impacts; B captures central idea.
8,8,1,Author's Purpose,"By describing the community's everyday routines, the author highlighted how small practices reinforce local identity.",What is the primary purpose of the author's description?,To criticize local customs.,To show how mundane practices shape communal identity.,To propose policy change.,To describe a single individual's life.,B,Detail illustrates how everyday routines contribute to identity; B states this purpose.
8,9,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
8,10,1,Rhetorical Strategy,The author shifts from a statistical overview to a first-person anecdote about a family affected by policy.,What rhetorical effect does this shift produce?,It undermines the statistics.,"It personalizes abstract data, making consequences tangible.",It provides unrelated narrative.,It confuses the reader.,B,Switching to anecdote personalizes the data; B captures effect.
